line_no_1based	id	workload	n_core	split	reason
27275	W_int_div,TQ,seg00347	W_int_div	8	val	heldout_never_train
27276	W_int_div,TQ,seg00348	W_int_div	8	val	heldout_never_train
27280	W_int_div,TQ,seg00352	W_int_div	8	val	heldout_never_train
27288	W_int_div,TQ,seg00360	W_int_div	8	val	heldout_never_train
27290	W_int_div,TQ,seg00362	W_int_div	8	val	heldout_never_train
27302	W_int_div,TQ,seg00374	W_int_div	8	val	heldout_never_train
27306	W_int_div,TQ,seg00378	W_int_div	8	val	heldout_never_train
27307	W_int_div,TQ,seg00379	W_int_div	8	val	heldout_never_train
27320	W_int_div,TQ,seg00392	W_int_div	8	val	heldout_never_train
27324	W_int_div,TQ,seg00396	W_int_div	8	val	heldout_never_train
27326	W_int_div,TQ,seg00398	W_int_div	8	val	heldout_never_train
27332	W_int_div,TQ,seg00404	W_int_div	8	val	heldout_never_train
27348	W_int_div,TQ,seg00420	W_int_div	8	val	heldout_never_train
27354	W_int_div,TQ,seg00426	W_int_div	8	val	heldout_never_train
27364	W_int_div,TQ,seg00436	W_int_div	8	val	heldout_never_train
27368	W_int_div,TQ,seg00440	W_int_div	8	val	heldout_never_train
27369	W_int_div,TQ,seg00441	W_int_div	8	val	heldout_never_train
27380	W_int_div,TQ,seg00452	W_int_div	8	val	heldout_never_train
27382	W_int_div,TQ,seg00454	W_int_div	8	val	heldout_never_train
27383	W_int_div,TQ,seg00455	W_int_div	8	val	heldout_never_train
27391	W_int_div,TQ,seg00463	W_int_div	8	val	heldout_never_train
27397	W_int_div,TQ,seg00469	W_int_div	8	val	heldout_never_train
27404	W_int_div,TQ,seg00476	W_int_div	8	val	heldout_never_train
27415	W_int_div,TQ,seg00487	W_int_div	8	val	heldout_never_train
27418	W_int_div,TQ,seg00490	W_int_div	8	val	heldout_never_train
27435	W_int_div,TQ,seg00507	W_int_div	8	val	heldout_never_train
27443	W_int_div,TQ,seg00515	W_int_div	8	val	heldout_never_train
27452	W_int_div,TQ,seg00524	W_int_div	8	val	heldout_never_train
27462	W_int_div,TQ,seg00534	W_int_div	8	val	heldout_never_train
27478	W_int_div,TQ,seg00550	W_int_div	8	val	heldout_never_train
27480	W_int_div,TQ,seg00552	W_int_div	8	val	heldout_never_train
27481	W_int_div,TQ,seg00553	W_int_div	8	val	heldout_never_train
27492	W_int_div,TQ,seg00564	W_int_div	8	val	heldout_never_train
27501	W_int_div,TQ,seg00573	W_int_div	8	val	heldout_never_train
27502	W_int_div,TQ,seg00574	W_int_div	8	val	heldout_never_train
27528	W_interest_graph_recall,TQ,seg00000	W_interest_graph_recall	8	val	heldout_never_train
27529	W_interest_graph_recall,TQ,seg00001	W_interest_graph_recall	8	val	heldout_never_train
27545	W_interest_graph_recall,TQ,seg00017	W_interest_graph_recall	8	val	heldout_never_train
27554	W_interest_graph_recall,TQ,seg00026	W_interest_graph_recall	8	val	heldout_never_train
27565	W_interest_graph_recall,TQ,seg00037	W_interest_graph_recall	8	val	heldout_never_train
27567	W_interest_graph_recall,TQ,seg00039	W_interest_graph_recall	8	val	heldout_never_train
27573	W_interest_graph_recall,TQ,seg00045	W_interest_graph_recall	8	val	heldout_never_train
27575	W_interest_graph_recall,TQ,seg00047	W_interest_graph_recall	8	val	heldout_never_train
27583	W_interest_graph_recall,TQ,seg00055	W_interest_graph_recall	8	val	heldout_never_train
27585	W_interest_graph_recall,TQ,seg00057	W_interest_graph_recall	8	val	heldout_never_train
27598	W_interest_graph_recall,TQ,seg00070	W_interest_graph_recall	8	val	heldout_never_train
27617	W_interest_graph_recall,TQ,seg00089	W_interest_graph_recall	8	val	heldout_never_train
27619	W_interest_graph_recall,TQ,seg00091	W_interest_graph_recall	8	val	heldout_never_train
27629	W_interest_graph_recall,TQ,seg00101	W_interest_graph_recall	8	val	heldout_never_train
27648	W_interest_graph_recall,TQ,seg00120	W_interest_graph_recall	8	val	heldout_never_train
27650	W_interest_graph_recall,TQ,seg00122	W_interest_graph_recall	8	val	heldout_never_train
27652	W_interest_graph_recall,TQ,seg00124	W_interest_graph_recall	8	val	heldout_never_train
27654	W_interest_graph_recall,TQ,seg00126	W_interest_graph_recall	8	val	heldout_never_train
27669	W_interest_graph_recall,TQ,seg00141	W_interest_graph_recall	8	val	heldout_never_train
27680	W_interest_graph_recall,TQ,seg00152	W_interest_graph_recall	8	val	heldout_never_train
27681	W_interest_graph_recall,TQ,seg00153	W_interest_graph_recall	8	val	heldout_never_train
27689	W_interest_graph_recall,TQ,seg00161	W_interest_graph_recall	8	val	heldout_never_train
27691	W_interest_graph_recall,TQ,seg00163	W_interest_graph_recall	8	val	heldout_never_train
27692	W_interest_graph_recall,TQ,seg00164	W_interest_graph_recall	8	val	heldout_never_train
27703	W_interest_graph_recall,TQ,seg00175	W_interest_graph_recall	8	val	heldout_never_train
27712	W_interest_graph_recall,TQ,seg00184	W_interest_graph_recall	8	val	heldout_never_train
27714	W_interest_graph_recall,TQ,seg00186	W_interest_graph_recall	8	val	heldout_never_train
27717	W_interest_graph_recall,TQ,seg00189	W_interest_graph_recall	8	val	heldout_never_train
27722	W_interest_graph_recall,TQ,seg00194	W_interest_graph_recall	8	val	heldout_never_train
27725	W_interest_graph_recall,TQ,seg00197	W_interest_graph_recall	8	val	heldout_never_train
27742	W_interest_graph_recall,TQ,seg00214	W_interest_graph_recall	8	val	heldout_never_train
27744	W_interest_graph_recall,TQ,seg00216	W_interest_graph_recall	8	val	heldout_never_train
27749	W_interest_graph_recall,TQ,seg00221	W_interest_graph_recall	8	val	heldout_never_train
27760	W_interest_graph_recall,TQ,seg00232	W_interest_graph_recall	8	val	heldout_never_train
27771	W_interest_graph_recall,TQ,seg00243	W_interest_graph_recall	8	val	heldout_never_train
27772	W_interest_graph_recall,TQ,seg00244	W_interest_graph_recall	8	val	heldout_never_train
27781	W_interest_graph_recall,TQ,seg00253	W_interest_graph_recall	8	val	heldout_never_train
27783	W_interest_graph_recall,TQ,seg00255	W_interest_graph_recall	8	val	heldout_never_train
27785	W_interest_graph_recall,TQ,seg00257	W_interest_graph_recall	8	val	heldout_never_train
27793	W_interest_graph_recall,TQ,seg00265	W_interest_graph_recall	8	val	heldout_never_train
27797	W_interest_graph_recall,TQ,seg00269	W_interest_graph_recall	8	val	heldout_never_train
27803	W_interest_graph_recall,TQ,seg00275	W_interest_graph_recall	8	val	heldout_never_train
27815	W_interest_graph_recall,TQ,seg00287	W_interest_graph_recall	8	val	heldout_never_train
27819	W_interest_graph_recall,TQ,seg00291	W_interest_graph_recall	8	val	heldout_never_train
27822	W_interest_graph_recall,TQ,seg00294	W_interest_graph_recall	8	val	heldout_never_train
27825	W_interest_graph_recall,TQ,seg00297	W_interest_graph_recall	8	val	heldout_never_train
27837	W_interest_graph_recall,TQ,seg00309	W_interest_graph_recall	8	val	heldout_never_train
27838	W_interest_graph_recall,TQ,seg00310	W_interest_graph_recall	8	val	heldout_never_train
27843	W_interest_graph_recall,TQ,seg00315	W_interest_graph_recall	8	val	heldout_never_train
27844	W_interest_graph_recall,TQ,seg00316	W_interest_graph_recall	8	val	heldout_never_train
27867	W_interest_graph_recall,TQ,seg00339	W_interest_graph_recall	8	val	heldout_never_train
27882	W_interest_graph_recall,TQ,seg00354	W_interest_graph_recall	8	val	heldout_never_train
27888	W_interest_graph_recall,TQ,seg00360	W_interest_graph_recall	8	val	heldout_never_train
27889	W_interest_graph_recall,TQ,seg00361	W_interest_graph_recall	8	val	heldout_never_train
27894	W_interest_graph_recall,TQ,seg00366	W_interest_graph_recall	8	val	heldout_never_train
27906	W_interest_graph_recall,TQ,seg00378	W_interest_graph_recall	8	val	heldout_never_train
27911	W_interest_graph_recall,TQ,seg00383	W_interest_graph_recall	8	val	heldout_never_train
27913	W_interest_graph_recall,TQ,seg00385	W_interest_graph_recall	8	val	heldout_never_train
27920	W_interest_graph_recall,TQ,seg00392	W_interest_graph_recall	8	val	heldout_never_train
27922	W_interest_graph_recall,TQ,seg00394	W_interest_graph_recall	8	val	heldout_never_train
27923	W_interest_graph_recall,TQ,seg00395	W_interest_graph_recall	8	val	heldout_never_train
27926	W_interest_graph_recall,TQ,seg00398	W_interest_graph_recall	8	val	heldout_never_train
27931	W_interest_graph_recall,TQ,seg00403	W_interest_graph_recall	8	val	heldout_never_train
27937	W_interest_graph_recall,TQ,seg00409	W_interest_graph_recall	8	val	heldout_never_train
27943	W_interest_graph_recall,TQ,seg00415	W_interest_graph_recall	8	val	heldout_never_train
27951	W_interest_graph_recall,TQ,seg00423	W_interest_graph_recall	8	val	heldout_never_train
27953	W_interest_graph_recall,TQ,seg00425	W_interest_graph_recall	8	val	heldout_never_train
27956	W_interest_graph_recall,TQ,seg00428	W_interest_graph_recall	8	val	heldout_never_train
27968	W_interest_graph_recall,TQ,seg00440	W_interest_graph_recall	8	val	heldout_never_train
27969	W_interest_graph_recall,TQ,seg00441	W_interest_graph_recall	8	val	heldout_never_train
27987	W_interest_graph_recall,TQ,seg00459	W_interest_graph_recall	8	val	heldout_never_train
27988	W_interest_graph_recall,TQ,seg00460	W_interest_graph_recall	8	val	heldout_never_train
28002	W_interest_graph_recall,TQ,seg00474	W_interest_graph_recall	8	val	heldout_never_train
28005	W_interest_graph_recall,TQ,seg00477	W_interest_graph_recall	8	val	heldout_never_train
28013	W_interest_graph_recall,TQ,seg00485	W_interest_graph_recall	8	val	heldout_never_train
28018	W_interest_graph_recall,TQ,seg00490	W_interest_graph_recall	8	val	heldout_never_train
28022	W_interest_graph_recall,TQ,seg00494	W_interest_graph_recall	8	val	heldout_never_train
28027	W_interest_graph_recall,TQ,seg00499	W_interest_graph_recall	8	val	heldout_never_train
28029	W_interest_graph_recall,TQ,seg00501	W_interest_graph_recall	8	val	heldout_never_train
28032	W_interest_graph_recall,TQ,seg00504	W_interest_graph_recall	8	val	heldout_never_train
28035	W_interest_graph_recall,TQ,seg00507	W_interest_graph_recall	8	val	heldout_never_train
28055	W_interest_graph_recall,TQ,seg00527	W_interest_graph_recall	8	val	heldout_never_train
28056	W_interest_graph_recall,TQ,seg00528	W_interest_graph_recall	8	val	heldout_never_train
28060	W_interest_graph_recall,TQ,seg00532	W_interest_graph_recall	8	val	heldout_never_train
28063	W_interest_graph_recall,TQ,seg00535	W_interest_graph_recall	8	val	heldout_never_train
28070	W_interest_graph_recall,TQ,seg00542	W_interest_graph_recall	8	val	heldout_never_train
28074	W_interest_graph_recall,TQ,seg00546	W_interest_graph_recall	8	val	heldout_never_train
28085	W_interest_graph_recall,TQ,seg00557	W_interest_graph_recall	8	val	heldout_never_train
28095	W_interest_graph_recall,TQ,seg00567	W_interest_graph_recall	8	val	heldout_never_train
28113	W_interest_graph_recall,TQ,seg00585	W_interest_graph_recall	8	val	heldout_never_train
28124	W_interest_graph_recall,TQ,seg00596	W_interest_graph_recall	8	val	heldout_never_train
28135	W_mlp_light,TQ,seg00010	W_mlp_light	8	val	heldout_never_train
28145	W_mlp_light,TQ,seg00020	W_mlp_light	8	val	heldout_never_train
28147	W_mlp_light,TQ,seg00022	W_mlp_light	8	val	heldout_never_train
28153	W_mlp_light,TQ,seg00028	W_mlp_light	8	val	heldout_never_train
28155	W_mlp_light,TQ,seg00030	W_mlp_light	8	val	heldout_never_train
28166	W_mlp_light,TQ,seg00041	W_mlp_light	8	val	heldout_never_train
28170	W_mlp_light,TQ,seg00045	W_mlp_light	8	val	heldout_never_train
28181	W_mlp_light,TQ,seg00056	W_mlp_light	8	val	heldout_never_train
28183	W_mlp_light,TQ,seg00058	W_mlp_light	8	val	heldout_never_train
28204	W_mlp_light,TQ,seg00079	W_mlp_light	8	val	heldout_never_train
28223	W_mlp_light,TQ,seg00098	W_mlp_light	8	val	heldout_never_train
28226	W_mlp_light,TQ,seg00101	W_mlp_light	8	val	heldout_never_train
28239	W_mlp_light,TQ,seg00114	W_mlp_light	8	val	heldout_never_train
28245	W_mlp_light,TQ,seg00120	W_mlp_light	8	val	heldout_never_train
28246	W_mlp_light,TQ,seg00121	W_mlp_light	8	val	heldout_never_train
28248	W_mlp_light,TQ,seg00123	W_mlp_light	8	val	heldout_never_train
28256	W_mlp_light,TQ,seg00131	W_mlp_light	8	val	heldout_never_train
28257	W_mlp_light,TQ,seg00132	W_mlp_light	8	val	heldout_never_train
28259	W_mlp_light,TQ,seg00134	W_mlp_light	8	val	heldout_never_train
28265	W_mlp_light,TQ,seg00140	W_mlp_light	8	val	heldout_never_train
28272	W_mlp_light,TQ,seg00147	W_mlp_light	8	val	heldout_never_train
28274	W_mlp_light,TQ,seg00149	W_mlp_light	8	val	heldout_never_train
28276	W_mlp_light,TQ,seg00151	W_mlp_light	8	val	heldout_never_train
28284	W_mlp_light,TQ,seg00159	W_mlp_light	8	val	heldout_never_train
28286	W_mlp_light,TQ,seg00161	W_mlp_light	8	val	heldout_never_train
28301	W_mlp_light,TQ,seg00176	W_mlp_light	8	val	heldout_never_train
28302	W_mlp_light,TQ,seg00177	W_mlp_light	8	val	heldout_never_train
28304	W_mlp_light,TQ,seg00179	W_mlp_light	8	val	heldout_never_train
28314	W_mlp_light,TQ,seg00189	W_mlp_light	8	val	heldout_never_train
28330	W_mlp_light,TQ,seg00205	W_mlp_light	8	val	heldout_never_train
28336	W_mlp_light,TQ,seg00211	W_mlp_light	8	val	heldout_never_train
28344	W_mlp_light,TQ,seg00219	W_mlp_light	8	val	heldout_never_train
28363	W_mlp_light,TQ,seg00238	W_mlp_light	8	val	heldout_never_train
28372	W_mlp_light,TQ,seg00247	W_mlp_light	8	val	heldout_never_train
28385	W_mlp_light,TQ,seg00260	W_mlp_light	8	val	heldout_never_train
28388	W_mlp_light,TQ,seg00263	W_mlp_light	8	val	heldout_never_train
28394	W_mlp_light,TQ,seg00269	W_mlp_light	8	val	heldout_never_train
28412	W_mlp_light,TQ,seg00287	W_mlp_light	8	val	heldout_never_train
28426	W_mlp_light,TQ,seg00301	W_mlp_light	8	val	heldout_never_train
28431	W_mlp_light,TQ,seg00306	W_mlp_light	8	val	heldout_never_train
28437	W_mlp_light,TQ,seg00312	W_mlp_light	8	val	heldout_never_train
28445	W_mlp_light,TQ,seg00320	W_mlp_light	8	val	heldout_never_train
28447	W_mlp_light,TQ,seg00322	W_mlp_light	8	val	heldout_never_train
28451	W_mlp_light,TQ,seg00326	W_mlp_light	8	val	heldout_never_train
28453	W_mlp_light,TQ,seg00328	W_mlp_light	8	val	heldout_never_train
28458	W_mlp_light,TQ,seg00333	W_mlp_light	8	val	heldout_never_train
28473	W_mlp_light,TQ,seg00348	W_mlp_light	8	val	heldout_never_train
28474	W_mlp_light,TQ,seg00349	W_mlp_light	8	val	heldout_never_train
28476	W_mlp_light,TQ,seg00351	W_mlp_light	8	val	heldout_never_train
28478	W_mlp_light,TQ,seg00353	W_mlp_light	8	val	heldout_never_train
28482	W_mlp_light,TQ,seg00357	W_mlp_light	8	val	heldout_never_train
28483	W_mlp_light,TQ,seg00358	W_mlp_light	8	val	heldout_never_train
28485	W_mlp_light,TQ,seg00360	W_mlp_light	8	val	heldout_never_train
28500	W_mlp_light,TQ,seg00375	W_mlp_light	8	val	heldout_never_train
28502	W_mlp_light,TQ,seg00377	W_mlp_light	8	val	heldout_never_train
28505	W_mlp_light,TQ,seg00380	W_mlp_light	8	val	heldout_never_train
28511	W_mlp_light,TQ,seg00386	W_mlp_light	8	val	heldout_never_train
28515	W_mlp_light,TQ,seg00390	W_mlp_light	8	val	heldout_never_train
28525	W_mlp_light,TQ,seg00400	W_mlp_light	8	val	heldout_never_train
28533	W_mlp_light,TQ,seg00408	W_mlp_light	8	val	heldout_never_train
28537	W_mlp_light,TQ,seg00412	W_mlp_light	8	val	heldout_never_train
28542	W_mlp_light,TQ,seg00417	W_mlp_light	8	val	heldout_never_train
28544	W_mlp_light,TQ,seg00419	W_mlp_light	8	val	heldout_never_train
28550	W_mlp_light,TQ,seg00425	W_mlp_light	8	val	heldout_never_train
28556	W_mlp_light,TQ,seg00431	W_mlp_light	8	val	heldout_never_train
28562	W_mlp_light,TQ,seg00437	W_mlp_light	8	val	heldout_never_train
28564	W_mlp_light,TQ,seg00439	W_mlp_light	8	val	heldout_never_train
28567	W_mlp_light,TQ,seg00442	W_mlp_light	8	val	heldout_never_train
28572	W_mlp_light,TQ,seg00447	W_mlp_light	8	val	heldout_never_train
28576	W_mlp_light,TQ,seg00451	W_mlp_light	8	val	heldout_never_train
28577	W_mlp_light,TQ,seg00452	W_mlp_light	8	val	heldout_never_train
28586	W_mlp_light,TQ,seg00461	W_mlp_light	8	val	heldout_never_train
28587	W_mlp_light,TQ,seg00462	W_mlp_light	8	val	heldout_never_train
28592	W_mlp_light,TQ,seg00467	W_mlp_light	8	val	heldout_never_train
28604	W_mlp_light,TQ,seg00479	W_mlp_light	8	val	heldout_never_train
28607	W_mlp_light,TQ,seg00482	W_mlp_light	8	val	heldout_never_train
28615	W_mlp_light,TQ,seg00490	W_mlp_light	8	val	heldout_never_train
28616	W_mlp_light,TQ,seg00491	W_mlp_light	8	val	heldout_never_train
28618	W_mlp_light,TQ,seg00493	W_mlp_light	8	val	heldout_never_train
28619	W_mlp_light,TQ,seg00494	W_mlp_light	8	val	heldout_never_train
28631	W_mlp_light,TQ,seg00506	W_mlp_light	8	val	heldout_never_train
28637	W_mlp_light,TQ,seg00512	W_mlp_light	8	val	heldout_never_train
28650	W_mlp_light,TQ,seg00525	W_mlp_light	8	val	heldout_never_train
28654	W_mlp_light,TQ,seg00529	W_mlp_light	8	val	heldout_never_train
28655	W_mlp_light,TQ,seg00530	W_mlp_light	8	val	heldout_never_train
28662	W_mlp_light,TQ,seg00537	W_mlp_light	8	val	heldout_never_train
28664	W_mlp_light,TQ,seg00539	W_mlp_light	8	val	heldout_never_train
28673	W_mlp_light,TQ,seg00548	W_mlp_light	8	val	heldout_never_train
28675	W_mlp_light,TQ,seg00550	W_mlp_light	8	val	heldout_never_train
28676	W_mlp_light,TQ,seg00551	W_mlp_light	8	val	heldout_never_train
28678	W_mlp_light,TQ,seg00553	W_mlp_light	8	val	heldout_never_train
28681	W_mlp_light,TQ,seg00556	W_mlp_light	8	val	heldout_never_train
28688	W_mlp_light,TQ,seg00563	W_mlp_light	8	val	heldout_never_train
28690	W_mlp_light,TQ,seg00565	W_mlp_light	8	val	heldout_never_train
28692	W_mlp_light,TQ,seg00567	W_mlp_light	8	val	heldout_never_train
28693	W_mlp_light,TQ,seg00568	W_mlp_light	8	val	heldout_never_train
28694	W_mlp_light,TQ,seg00569	W_mlp_light	8	val	heldout_never_train
28695	W_mlp_light,TQ,seg00570	W_mlp_light	8	val	heldout_never_train
28696	W_mlp_light,TQ,seg00571	W_mlp_light	8	val	heldout_never_train
28701	W_mlp_light,TQ,seg00576	W_mlp_light	8	val	heldout_never_train
28706	W_mlp_light,TQ,seg00581	W_mlp_light	8	val	heldout_never_train
28713	W_mlp_light,TQ,seg00588	W_mlp_light	8	val	heldout_never_train
28724	W_mlp_light,TQ,seg00599	W_mlp_light	8	val	heldout_never_train
28731	W_phased_mix,TQ,seg00006	W_phased_mix	8	val	heldout_never_train
28742	W_phased_mix,TQ,seg00017	W_phased_mix	8	val	heldout_never_train
28753	W_phased_mix,TQ,seg00028	W_phased_mix	8	val	heldout_never_train
28759	W_phased_mix,TQ,seg00034	W_phased_mix	8	val	heldout_never_train
28764	W_phased_mix,TQ,seg00039	W_phased_mix	8	val	heldout_never_train
28768	W_phased_mix,TQ,seg00043	W_phased_mix	8	val	heldout_never_train
28769	W_phased_mix,TQ,seg00044	W_phased_mix	8	val	heldout_never_train
28779	W_phased_mix,TQ,seg00054	W_phased_mix	8	val	heldout_never_train
28783	W_phased_mix,TQ,seg00058	W_phased_mix	8	val	heldout_never_train
28788	W_phased_mix,TQ,seg00063	W_phased_mix	8	val	heldout_never_train
28790	W_phased_mix,TQ,seg00065	W_phased_mix	8	val	heldout_never_train
28793	W_phased_mix,TQ,seg00068	W_phased_mix	8	val	heldout_never_train
28796	W_phased_mix,TQ,seg00071	W_phased_mix	8	val	heldout_never_train
28798	W_phased_mix,TQ,seg00073	W_phased_mix	8	val	heldout_never_train
28799	W_phased_mix,TQ,seg00074	W_phased_mix	8	val	heldout_never_train
28800	W_phased_mix,TQ,seg00075	W_phased_mix	8	val	heldout_never_train
28808	W_phased_mix,TQ,seg00083	W_phased_mix	8	val	heldout_never_train
28811	W_phased_mix,TQ,seg00086	W_phased_mix	8	val	heldout_never_train
28818	W_phased_mix,TQ,seg00093	W_phased_mix	8	val	heldout_never_train
28821	W_phased_mix,TQ,seg00096	W_phased_mix	8	val	heldout_never_train
28860	W_phased_mix,TQ,seg00135	W_phased_mix	8	val	heldout_never_train
28867	W_phased_mix,TQ,seg00142	W_phased_mix	8	val	heldout_never_train
28868	W_phased_mix,TQ,seg00143	W_phased_mix	8	val	heldout_never_train
28887	W_phased_mix,TQ,seg00162	W_phased_mix	8	val	heldout_never_train
28892	W_phased_mix,TQ,seg00167	W_phased_mix	8	val	heldout_never_train
28900	W_phased_mix,TQ,seg00175	W_phased_mix	8	val	heldout_never_train
28908	W_phased_mix,TQ,seg00183	W_phased_mix	8	val	heldout_never_train
28910	W_phased_mix,TQ,seg00185	W_phased_mix	8	val	heldout_never_train
28914	W_phased_mix,TQ,seg00189	W_phased_mix	8	val	heldout_never_train
28915	W_phased_mix,TQ,seg00190	W_phased_mix	8	val	heldout_never_train
28928	W_phased_mix,TQ,seg00203	W_phased_mix	8	val	heldout_never_train
28935	W_phased_mix,TQ,seg00210	W_phased_mix	8	val	heldout_never_train
28943	W_phased_mix,TQ,seg00218	W_phased_mix	8	val	heldout_never_train
28946	W_phased_mix,TQ,seg00221	W_phased_mix	8	val	heldout_never_train
28950	W_phased_mix,TQ,seg00225	W_phased_mix	8	val	heldout_never_train
28968	W_phased_mix,TQ,seg00243	W_phased_mix	8	val	heldout_never_train
28980	W_phased_mix,TQ,seg00255	W_phased_mix	8	val	heldout_never_train
28987	W_phased_mix,TQ,seg00262	W_phased_mix	8	val	heldout_never_train
28998	W_phased_mix,TQ,seg00273	W_phased_mix	8	val	heldout_never_train
29000	W_phased_mix,TQ,seg00275	W_phased_mix	8	val	heldout_never_train
29004	W_phased_mix,TQ,seg00279	W_phased_mix	8	val	heldout_never_train
29010	W_phased_mix,TQ,seg00285	W_phased_mix	8	val	heldout_never_train
29022	W_phased_mix,TQ,seg00297	W_phased_mix	8	val	heldout_never_train
29026	W_phased_mix,TQ,seg00301	W_phased_mix	8	val	heldout_never_train
29027	W_phased_mix,TQ,seg00302	W_phased_mix	8	val	heldout_never_train
29034	W_phased_mix,TQ,seg00309	W_phased_mix	8	val	heldout_never_train
29042	W_phased_mix,TQ,seg00317	W_phased_mix	8	val	heldout_never_train
29073	W_phased_mix,TQ,seg00348	W_phased_mix	8	val	heldout_never_train
29075	W_phased_mix,TQ,seg00350	W_phased_mix	8	val	heldout_never_train
29079	W_phased_mix,TQ,seg00354	W_phased_mix	8	val	heldout_never_train
29085	W_phased_mix,TQ,seg00360	W_phased_mix	8	val	heldout_never_train
29087	W_phased_mix,TQ,seg00362	W_phased_mix	8	val	heldout_never_train
29088	W_phased_mix,TQ,seg00363	W_phased_mix	8	val	heldout_never_train
29090	W_phased_mix,TQ,seg00365	W_phased_mix	8	val	heldout_never_train
29094	W_phased_mix,TQ,seg00369	W_phased_mix	8	val	heldout_never_train
29100	W_phased_mix,TQ,seg00375	W_phased_mix	8	val	heldout_never_train
29101	W_phased_mix,TQ,seg00376	W_phased_mix	8	val	heldout_never_train
29106	W_phased_mix,TQ,seg00381	W_phased_mix	8	val	heldout_never_train
29107	W_phased_mix,TQ,seg00382	W_phased_mix	8	val	heldout_never_train
29126	W_phased_mix,TQ,seg00401	W_phased_mix	8	val	heldout_never_train
29136	W_phased_mix,TQ,seg00411	W_phased_mix	8	val	heldout_never_train
29138	W_phased_mix,TQ,seg00413	W_phased_mix	8	val	heldout_never_train
29142	W_phased_mix,TQ,seg00417	W_phased_mix	8	val	heldout_never_train
29144	W_phased_mix,TQ,seg00419	W_phased_mix	8	val	heldout_never_train
29147	W_phased_mix,TQ,seg00422	W_phased_mix	8	val	heldout_never_train
29164	W_phased_mix,TQ,seg00439	W_phased_mix	8	val	heldout_never_train
29168	W_phased_mix,TQ,seg00443	W_phased_mix	8	val	heldout_never_train
29172	W_phased_mix,TQ,seg00447	W_phased_mix	8	val	heldout_never_train
29184	W_phased_mix,TQ,seg00459	W_phased_mix	8	val	heldout_never_train
29212	W_phased_mix,TQ,seg00487	W_phased_mix	8	val	heldout_never_train
29217	W_phased_mix,TQ,seg00492	W_phased_mix	8	val	heldout_never_train
29229	W_phased_mix,TQ,seg00504	W_phased_mix	8	val	heldout_never_train
29235	W_phased_mix,TQ,seg00510	W_phased_mix	8	val	heldout_never_train
29247	W_phased_mix,TQ,seg00522	W_phased_mix	8	val	heldout_never_train
29249	W_phased_mix,TQ,seg00524	W_phased_mix	8	val	heldout_never_train
29251	W_phased_mix,TQ,seg00526	W_phased_mix	8	val	heldout_never_train
29257	W_phased_mix,TQ,seg00532	W_phased_mix	8	val	heldout_never_train
29261	W_phased_mix,TQ,seg00536	W_phased_mix	8	val	heldout_never_train
29270	W_phased_mix,TQ,seg00545	W_phased_mix	8	val	heldout_never_train
29272	W_phased_mix,TQ,seg00547	W_phased_mix	8	val	heldout_never_train
29278	W_phased_mix,TQ,seg00553	W_phased_mix	8	val	heldout_never_train
29281	W_phased_mix,TQ,seg00556	W_phased_mix	8	val	heldout_never_train
29289	W_phased_mix,TQ,seg00564	W_phased_mix	8	val	heldout_never_train
29290	W_phased_mix,TQ,seg00565	W_phased_mix	8	val	heldout_never_train
29291	W_phased_mix,TQ,seg00566	W_phased_mix	8	val	heldout_never_train
29292	W_phased_mix,TQ,seg00567	W_phased_mix	8	val	heldout_never_train
29297	W_phased_mix,TQ,seg00572	W_phased_mix	8	val	heldout_never_train
29312	W_phased_mix,TQ,seg00587	W_phased_mix	8	val	heldout_never_train
29315	W_phased_mix,TQ,seg00590	W_phased_mix	8	val	heldout_never_train
29333	W_search_index_proxy,TQ,seg00009	W_search_index_proxy	8	val	heldout_never_train
29336	W_search_index_proxy,TQ,seg00012	W_search_index_proxy	8	val	heldout_never_train
29338	W_search_index_proxy,TQ,seg00014	W_search_index_proxy	8	val	heldout_never_train
29348	W_search_index_proxy,TQ,seg00024	W_search_index_proxy	8	val	heldout_never_train
29358	W_search_index_proxy,TQ,seg00034	W_search_index_proxy	8	val	heldout_never_train
29368	W_search_index_proxy,TQ,seg00044	W_search_index_proxy	8	val	heldout_never_train
29375	W_search_index_proxy,TQ,seg00051	W_search_index_proxy	8	val	heldout_never_train
29378	W_search_index_proxy,TQ,seg00054	W_search_index_proxy	8	val	heldout_never_train
29388	W_search_index_proxy,TQ,seg00064	W_search_index_proxy	8	val	heldout_never_train
29390	W_search_index_proxy,TQ,seg00066	W_search_index_proxy	8	val	heldout_never_train
29391	W_search_index_proxy,TQ,seg00067	W_search_index_proxy	8	val	heldout_never_train
29395	W_search_index_proxy,TQ,seg00071	W_search_index_proxy	8	val	heldout_never_train
29408	W_search_index_proxy,TQ,seg00084	W_search_index_proxy	8	val	heldout_never_train
29422	W_search_index_proxy,TQ,seg00098	W_search_index_proxy	8	val	heldout_never_train
29432	W_search_index_proxy,TQ,seg00108	W_search_index_proxy	8	val	heldout_never_train
29441	W_search_index_proxy,TQ,seg00117	W_search_index_proxy	8	val	heldout_never_train
29446	W_search_index_proxy,TQ,seg00122	W_search_index_proxy	8	val	heldout_never_train
29455	W_search_index_proxy,TQ,seg00131	W_search_index_proxy	8	val	heldout_never_train
29462	W_search_index_proxy,TQ,seg00138	W_search_index_proxy	8	val	heldout_never_train
